datetime,title,content,url
2018-09-25 10:34,借力世航大会 广州白云机场推进国际航空枢纽建设,2018(第24届)世界航线发展大会于9月16日至18日在广州琶洲会展中心召开。来自全球100多个国家的航空公司、机场管理机构、政府及旅游机构的3500多名嘉宾代表参与了盛会。将为广东民航高质量发展、白云机场（600004）国际航空枢纽建设步入快车... ,http://stock.10jqka.com.cn/20180925/c607277557.shtml
2018-09-18 08:36,白云机场酝酿三年破8000万吞吐量 大湾区竞合“让市场说了算”,本报记者高江虹广州报道 导读 广州市委书记张硕辅表示，“我们力争到2035年，广州航空枢纽年吞吐量达到1.2亿——1.4亿人次，国际旅客中转率达到35%以上。” 9月16-18日，被誉为全球民航界“奥运会”和“世博会”的2018年世界航线发展大会(简... ,http://stock.10jqka.com.cn/20180918/c607175508.shtml
2018-09-16 21:36,世航会开幕：白云机场计划未来三年每年新开10条欧美长航线,9月16日，2018年世界航线发展大会在广东省广州市开幕。 广东省委常委、广州市委书记张硕辅在开幕式上致辞表示，广州民航业具有良好基础，白云国际机场已成为中国三大航空枢纽机场之一，去年旅客吞吐量居全球第13位。“力争到2035... ,"http://finance.eastmoney.com/news/1354,20180916946620348.html"
2018-09-16 17:01,白云机场获批新时刻 年内吞吐量或突破7000万人次,T2启用后，白云机场拥有2座航站楼、3条跑道。 2018(第24届)世界航线发展大会于9月16日至18日在广州琶洲会展中心召开。白云机场股份公司董事长秋嘉臣在会后接受采访时透露，白云机场T2航站楼投入使用后，有更多的桥位、机位和航站... ,"http://finance.eastmoney.com/news/1354,20180916946589454.html"
2018-09-16 13:48,受台风“山竹”影响 广州白云机场16日12时到17日8时停航,根据中央气象台最新预报，风王“山竹”将于9月16日傍晚前后在广东台山到阳江一带沿海登陆（14-15级，42-48米/秒，强台风级）。 虽然目前“山竹”尚未登陆，但广州、深圳等城市已是狂风暴雨。与此同时，各地也进入台风警戒状态。 《每日经济... ,http://stock.jrj.com.cn/2018/09/16134425096287.shtml
2018-09-06 18:54,广州白云机场推出自助办理临时乘机证明服务,广州白云机场（600004）临时乘机证明办理进入一键智能时代，旅客只需在设备上输入身份证号码并进行人脸识别扫描，40秒即可完成数据读取、图像采集、身份验证、信息比对、证件办理全套流程。 近日，白云机场T1、T2航站楼分别“上线”临时乘机... ,http://stock.10jqka.com.cn/20180906/c607000130.shtml
2018-08-30 18:55,广东警方推新措：40秒可完成临时乘机证明办理流程,广州白云机场临时乘机证明自助办理点 索有为 摄 中新网广州8月30日电 (索有为 王爱晓 刘城君)在广州白云机场，乘客用40秒即可完成临时乘机证明办理流程。广东省公安厅30日发布消息称，广东警方利用科技手段改进白云机场临时... ,http://finance.sina.com.cn/roll/2018-08-30/doc-ihikcahh2151421.shtml
2018-08-17 16:17,白云机场2018年半年度董事会经营评述,8月18日消息，白云机场（600004）2018年半年度董事会经营评述内容如下： 一、经营情况的讨论与分析 报告期内，白云机场完成飞机起降23.46万架次，旅客吞吐量3422.70万人次，货邮吞吐量89.49万吨，分别同比增长3.5%、7.2%和6.4%。 1.枢... ,http://yuanchuang.10jqka.com.cn/20180817/c606577964.shtml
2018-08-17 15:41,财报速递：白云机场半年度净利7.03亿 同比下降10%,8月17日，白云机场（600004）发布2018年半年报，公司2018年1-6月实现营业收入37.21亿元，同比增长15.77%；机场航运行业平均营业收入增长率为12.18%；归属于上市公司股东的净利润7.03亿元，同比下降9.97%，机场航运行业平均净利润增长... ,http://yuanchuang.10jqka.com.cn/20180817/c606577256.shtml
2018-08-17 15:03,名誉权案引出“巡视整改台账“：白云机场否认真实性,近日，广州白云国际机场股份有限公司(以下简称“白云机场（600004）”)与媒体之间的名誉纠纷一案，在广州市人和人民法庭第四审判庭开庭。 《中国经营报》记者了解到，在庭审过程中，媒体提交一份名为“(广东)省委第十一巡视组巡视反馈意见分... ,http://stock.10jqka.com.cn/20180817/c606575961.shtml
